"id","corporate_office","zone","circle","division","subdivision","section","rate_schedule_main_grp","tariff","rate_schedule_code","debit_rate","credit_rate","demand_based_tariff","time_of_day","voltage_class_kv","active_installations","inactive_installations","total_installations","metered_installations","unmetered_installations","total_metered_unmetered","dc_mnr_installations","installations_billed","installations_unbilled","total_billed_unbilled","ob_active","ob_inactive","ob_total","demand_active","demand_inactive","demand_total","collection_active","collection_inactive","collection_total","assessed_taxed_consumption","assessed_tax_exempted_consumption","metered_taxed_consumption","metered_tax_exempted_consumption","total_consumption","bill_cancellation_consumption","net_consumption","wheeled_energy_units","ob_revenue","ob_interest_rev_misc","ob_interest_tax","ob_tax","ob_total_sum","misc_revenue","misc_demand","misc_interest_rev_arrears","misc_total_sum","cur_revenue","cur_misc_demand","cur_interest_rev_arrears","cur_interest_tax","cur_tax","cur_total_sum","dr_adj_revenue","dr_adj_misc","dr_adj_tax","dr_adj_total","bc_revenue","bc_misc","bc_interest_rev_misc","bc_interest_tax","bc_tax","bc_total_sum","net_demand_revenue","net_demand_tax","coll_revenue","coll_interest_rev_misc","coll_interest_tax","coll_tax","coll_total_sum","cr_adj_revenue","cr_adj_misc","cr_adj_tax","cr_adj_total","net_iod","net_reversal_iod","suspense_to_rr_transfer","from_rr_transfer","to_rr_transfer","pc_revenue","pc_interest_revenue","pc_interest_tax","pc_tax","pc_total","net_collection","write_off","cb_revenue","cb_interest_rev_misc","cb_interest_tax","cb_tax","cb_total_sum","average_cost_of_supply","pct_live_installations","pct_billed_installations","pct_dc_mnr_installations","pct_metered_consumption","pct_assessed_consumption","pct_coll_eff_with_adj","pct_coll_eff_without_adj","ratio_arrears_to_demand","demand_per_unit","coll_per_unit_with_adj","coll_per_unit_without_adj","consumption_per_installation","pct_recovery_of_avg_cost","gst_tcs_ob","gst_tcs_demand","gst_tcs_debit_adjustment","gst_tcs_bill_cancellation","gst_tcs_net_demand","gst_tcs_collection","gst_tcs_credit_adjustment","gst_tcs_payment_cancellation","gst_tcs_cb"
"892","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Chikkaballapura Urban","Chikkaballapura Urban","HT","HT","HT2B1","23.2707","61.2707","N","N","11","11","1","12","11","0","11","0","10","1","11","10924167.75","0.0","10924167.75","113841249.04","0.0","113841249.04","100829837.89","0.0","100829837.89","0.0","0.0","7946347.8","0.0","7946347.8","14063.4","7932284.4","0.0","10924167.75","204938.0","21673.12","1246076.51","12502131.55","10924167.75","8344454.87","91722.1","19360344.73","97303852.54","8344454.87","91722.1","0.0","9101045.48","114841074.99","233720.12","0.0","0.0","233720.12","568677.57","0.0","0.0","0.0","26319.3","594996.87","113841249.04","9074726.18","100829837.89","85452.22","0.0","9639819.98","111080890.69","498458.95","0.0","0.0","498458.95","1413426.17","46958.7","0.0","0.0","0.0","164161.75","0.0","0.0","0.0","164161.75","111415187.89","17765.42","23917813.48","211207.88","0.0","680982.71","24953858.31","9.92","100","90.9091","0","100.0","0.0","83.6793","82.7718","0.18562","16.9179","14.1567","13.9789","722395.2543","140.9159","105276.17","564358.66","0.0","0.0","564358.66","525780.59","0.0","0.0","143854.24"
"893","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Chikkaballapura Urban","Chikkaballapura Urban","HT","HT","HT2B2","23.2737","61.2737","N","N","11","17","1","18","17","0","17","0","16","1","17","14256567.79","0.0","14256567.79","141252156.22","0.0","141252156.22","123740962.26","0.0","123740962.26","0.0","0.0","12039905.78","0.0","12039905.78","35205.35","12004700.44","0.0","14256567.79","258772.77","27853.89","1484570.51","16138946.32","14256567.79","9295157.11","272377.11","23824102.01","121984177.95","9295157.11","272377.11","0.0","10782294.79","142334006.95","701617.97","0.0","0.0","701617.97","568708.13","0.0","0.0","0.0","27546.12","596254.25","141252156.22","10754748.67","123740962.26","247387.12","0.0","11141407.86","135852955.97","989389.99","0.0","0.0","989389.99","1474551.05","28764.45","0.0","0.0","0.0","287983.43","0.0","0.0","0.0","287983.43","136554362.53","65331.77","31702429.97","283762.76","0.0","1097911.31","33268339.86","9.92","100","94.1176","0","100.0","0.0","82.3012","81.7613","0.199379","13.8589","11.406","11.2836","708229.7519","113.7455","111181.37","796253.17","0.0","0.0","796253.17","723198.72","0.0","0.0","184235.81"
"894","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Chikkaballapura Urban","Chikkaballapura Urban","HT","HT","HT2C1","23.2708","61.2708","N","N","11","20","1","21","20","0","20","0","19","1","20","39807777.1","0.0","39807777.1","201680341.85","0.0","201680341.85","198075098.27","0.0","198075098.27","0.0","0.0","16828832.47","0.0","16828832.47","27775.5","16801056.97","0.0","39807777.1","887040.3","29221.27","2421660.81","43399337.13","39807777.1","14801499.94","517919.39","55127196.43","171942659.18","14801499.94","517919.39","0.0","15378062.17","202640140.69","94365.26","0.0","0.0","94365.26","995521.26","0.0","0.0","0.0","38.2","995559.46","201680341.85","15378023.97","198075098.27","484470.95","0.0","16650175.28","216724721.45","1951976.56","0.0","0.0","1951976.56","3008157.88","146494.74","0.0","0.0","0.0","70049.31","0.0","0.0","0.0","70049.31","218606648.7","148920.31","43264100.37","920488.75","0.0","1149509.5","45692332.06","9.92","100","95.0","0","100.0","0.0","85.2135","84.0777","0.177197","15.3226","13.0569","12.8782","841441.6236","129.8204","253637.65","1619572.75","0.0","0.0","1619572.75","1514976.95","0.0","0.0","358233.44"
"895","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Chikkaballapura Urban","Chikkaballapura Urban","LT","LT1","LT1-M","23.1017","61.1017","N","N","Upto 11","1194","91","1285","1194","0","1194","0","1104","90","1194","259339.99","0.0","259339.99","1678213.14","0.0","1678213.14","1599910.42","0.0","1599910.42","9191.28","0.0","265478.36","0.0","274669.64","922.56","273747.08","0.0","259339.99","7189.6","134.85","13889.58","280554.02","259339.99","117672.1","3961.42","380973.52","1422284.69","117672.1","3961.42","0.0","126519.61","1670437.82","13061.96","0.0","0.0","13061.96","400.56","0.0","0.0","0.0","242.16","642.72","1678213.14","126277.45","1599910.42","3768.92","0.0","133586.36","1737265.71","10693.21","0.0","0.0","10693.21","21070.76","508.16","0.0","0.0","0.0","5832.91","0.0","0.0","0.0","5832.91","1742126.01","1039.41","336603.3","7382.09","0.0","6580.66","350566.05","9.92","100","92.4623","0","96.6537","3.3463","85.1712","84.6864","0.169809","7.5162","6.4016","6.3249","230.0416","63.7594","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"896","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Chikkaballapura Urban","Chikkaballapura Urban","LT","LT2","LT2A1-N","23.1117","61.1117","N","N","Upto 11","30300","2306","32606","30300","0","30300","0","28012","2288","30300","36172255.62","0.0","36172255.62","254969001.16","0.0","254969001.16","246011932.45","0.0","246011932.45","1105145.64","0.0","28873538.79","0.0","29978684.43","59143.51","29919540.92","0.0","36172255.62","601840.76","31800.86","4214747.89","41020645.12","36172255.62","17196356.17","299883.9","53668495.68","219722121.48","17196356.17","299883.9","0.0","18698007.45","255916369.0","327597.76","0.0","0.0","327597.76","73198.21","0.0","0.0","0.0","59713.61","132911.82","254969001.16","18638293.84","246011932.45","288302.61","0.0","22027882.3","268328117.36","1264455.03","0.0","0.0","1264455.03","3854062.07","27887.52","0.0","0.0","0.0","492377.58","0.0","0.0","0.0","492377.58","269100194.81","177165.66","44952158.66","613422.05","0.0","825159.43","46390740.14","9.92","100","92.4488","0","96.3136","3.6864","87.8255","86.6735","0.14969","10.3378","9.0792","8.9506","989.3955","90.2281","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"897","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Chikkaballapura Urban","Chikkaballapura Urban","LT","LT2","LT2A1FL","23.1147","61.1147","N","N","Upto 11","430","33","463","430","0","430","0","398","32","430","768179.96","0.0","768179.96","4845899.33","0.0","4845899.33","4579754.6","0.0","4579754.6","15141.92","0.0","423027.43","0.0","438169.35","120.08","438049.27","0.0","768179.96","19100.25","1068.54","83150.59","871499.34","768179.96","342465.59","15356.55","1126002.11","4123310.45","342465.59","15356.55","0.0","346770.81","4827903.41","34213.71","0.0","0.0","34213.71","27269.12","0.0","0.0","0.0","983.95","28253.07","4845899.33","345786.86","4579754.6","14377.88","0.0","402522.41","4996654.89","4388.1","0.0","0.0","4388.1","59110.12","1814.63","0.0","0.0","0.0","5728.46","0.0","0.0","0.0","5728.46","4995314.53","447.47","1033877.22","20078.93","0.0","26415.04","1080371.19","9.92","100","92.5581","0","96.5443","3.4557","84.4299","83.9223","0.180419","13.6662","11.5384","11.4035","1018.9985","114.9544","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"898","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Chikkaballapura Urban","Chikkaballapura Urban","LT","LT3","LT3-N","23.1217","61.1217","N","N","Upto 11","6058","461","6519","6058","0","6058","0","5601","457","6058","145911342.16","0.0","145911342.16","673103498.39","0.0","673103498.39","676690508.45","0.0","676690508.45","1102271.28","0.0","47123946.77","0.0","48226218.05","189204.97","48037013.08","0.0","145911342.16","1754384.86","92394.95","5957848.47","154081723.76","145911342.16","45751224.3","1795205.18","193457771.65","577436679.9","45751224.3","1795205.18","0.0","51516925.48","676500034.86","868542.88","0.0","0.0","868542.88","294583.35","0.0","0.0","0.0","49476.17","344059.52","673103498.39","51467449.32","676690508.45","1679410.56","0.0","53767526.59","736746182.62","2968133.54","0.0","0.0","2968133.54","6705697.97","157234.92","0.0","0.0","0.0","2445796.48","0.0","0.0","0.0","2445796.48","737268519.68","492088.57","141832243.54","1870179.48","0.0","3657771.2","148043717.94","9.92","100","92.4563","0","97.7144","2.2856","85.3731","84.6876","0.170004","18.0571","15.4159","15.2769","7960.7491","154.0008","365753.32","4926507.42","0.0","0.0","4926507.42","4608737.02","0.0","0.0","683523.72"
"899","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Chikkaballapura Urban","Chikkaballapura Urban","LT","LT5","LT5-N","23.1517","61.1517","N","N","Upto 11","1825","139","1964","1825","0","1825","0","1687","138","1825","47058494.06","0.0","47058494.06","237701980.12","0.0","237701980.12","235454182.85","0.0","235454182.85","549305.92","0.0","23424845.7","0.0","23974151.62","4145.38","23970006.24","0.0","47058494.06","534625.27","34506.01","2260698.22","50103328.58","47058494.06","15820871.23","383145.51","63262510.8","204053268.06","15820871.23","383145.51","0.0","18502777.02","238760061.82","1727538.95","0.0","0.0","1727538.95","486860.37","0.0","0.0","0.0","38003.6","524863.96","237701980.12","18464773.42","235454182.85","359255.22","0.0","19468809.64","256836753.75","1860022.96","0.0","0.0","1860022.96","3328945.0","48428.4","0.0","0.0","0.0","403155.91","0.0","0.0","0.0","403155.91","258293620.8","13608.83","49292682.5","558515.55","0.0","1256662.0","51426238.89","9.92","100","92.4384","0","97.7088","2.2912","85.6512","85.0389","0.169304","12.6699","10.8519","10.7131","13136.5214","107.9947","215005.01","1657879.87","0.0","0.0","1657879.87","1554506.03","0.0","0.0","318378.85"
"900","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Chikkaballapura Urban","Chikkaballapura Urban","LT","LT4","LT4-N","23.1417","61.1417","N","N","Upto 11","404","31","435","404","0","404","0","374","30","404","768155.59","0.0","768155.59","6509955.42","0.0","6509955.42","5873816.04","0.0","5873816.04","69348.33","0.0","1816059.46","0.0","1885407.79","2699.48","1882708.31","0.0","768155.59","12980.59","1218.39","104342.06","886696.62","768155.59","469381.09","14131.9","1251668.58","5512143.91","469381.09","14131.9","0.0","470446.16","6466103.06","41750.18","0.0","0.0","41750.18","10964.65","0.0","0.0","0.0","154.77","11119.42","6509955.42","470291.38","5873816.04","13217.23","0.0","537585.86","6424619.13","17281.74","0.0","0.0","17281.74","57865.95","834.17","0.0","0.0","0.0","2132.18","0.0","0.0","0.0","2132.18","6439768.69","423.58","1403871.38","13895.26","0.0","37047.58","1454814.21","9.92","100","92.5743","0","96.3218","3.6782","83.5423","83.2445","0.187488","4.1156","3.4382","3.4075","4666.851","34.3503","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"901","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Gowribidanur","Gowribidanur","HT","HT","HT1","23.2507","61.2507","N","N","11","14","1","15","14","0","14","0","13","1","14","22162687.58","0.0","22162687.58","138261411.9","0.0","138261411.9","137507078.15","0.0","137507078.15","0.0","0.0","11441051.59","0.0","11441051.59","20898.4","11420153.2","0.0","22162687.58","664210.44","9991.31","1072487.99","23996779.95","22162687.58","9779049.06","210702.31","32152438.95","118688849.67","9779049.06","210702.31","0.0","10049917.11","138728518.15","527122.76","0.0","0.0","527122.76","934063.26","0.0","0.0","0.0","35680.03","969743.29","138261411.9","10014237.08","137507078.15","205699.27","0.0","10858308.39","149135219.9","45034.35","0.0","0.0","45034.35","1435695.14","58485.5","0.0","0.0","0.0","179508.97","0.0","0.0","0.0","179508.97","149000745.28","48185.64","22868835.68","669213.48","0.0","228416.69","23867589.38","9.92","100","92.8571","0","100.0","0.0","87.8435","87.2743","0.139244","14.9818","13.1606","13.0351","817217.971","131.4022","87402.62","577855.0","0.0","0.0","577855.0","564134.09","0.0","0.0","101123.54"
"902","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Gowribidanur","Gowribidanur","HT","HT","HT2A1-N","23.2607","61.2607","N","N","Upto 11","11","1","12","11","0","11","0","10","1","11","12806996.61","0.0","12806996.61","93120702.55","0.0","93120702.55","87623169.73","0.0","87623169.73","0.0","0.0","10286014.98","0.0","10286014.98","16626.32","10269388.66","0.0","12806996.61","212233.22","11999.12","721100.85","13793139.55","12806996.61","6929525.82","185756.01","19922278.44","78816814.52","6929525.82","185756.01","0.0","7104885.26","93036981.62","495213.09","0.0","0.0","495213.09","421888.73","0.0","0.0","0.0","5951.79","427840.52","93120702.55","7098933.48","87623169.73","177645.2","0.0","7484274.02","95558820.15","388621.51","0.0","0.0","388621.51","1074555.44","3056.86","0.0","0.0","0.0","270645.2","0.0","0.0","0.0","270645.2","95676796.46","1721.39","18302808.04","220344.02","0.0","335760.3","18912219.97","9.92","100","90.9091","0","100.0","0.0","85.1737","84.5958","0.166694","11.03","9.3946","9.2902","935092.271","93.6509","40809.77","286229.04","0.0","0.0","286229.04","273731.2","0.0","0.0","53307.61"
"903","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Gowribidanur","Gowribidanur","HT","HT","HT2A2-N","23.2237","61.2617","N","N","Upto 11","13","1","14","13","0","13","0","12","1","13","14286583.37","0.0","14286583.37","148373067.96","0.0","148373067.96","129646508.75","0.0","129646508.75","0.0","0.0","10367728.3","0.0","10367728.3","22761.43","10344966.87","0.0","14286583.37","352477.28","9868.58","1277128.27","16110696.53","14286583.37","11003781.73","147894.54","25438259.64","126051643.49","11003781.73","147894.54","0.0","10447130.31","147650450.07","984502.4","0.0","0.0","984502.4","966430.46","0.0","0.0","0.0","31792.31","998222.77","148373067.96","10415338.0","129646508.75","136627.14","0.0","10831041.74","141478710.33","1013746.73","0.0","0.0","1013746.73","1926432.51","43192.93","0.0","0.0","0.0","189041.57","0.0","0.0","0.0","189041.57","142303415.49","11852.61","33001289.97","363744.68","0.0","861424.53","34482394.69","9.92","100","92.3077","0","100.0","0.0","82.3821","81.7377","0.198091","16.7899","13.8319","13.6461","797517.5612","137.5612","184639.03","935829.18","0.0","0.0","935829.18","864532.7","0.0","0.0","255935.52"
"904","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Gowribidanur","Gowribidanur","HT","HT","HT2B1","23.2707","61.2707","N","N","11","11","1","12","11","0","11","0","10","1","11","30161046.91","0.0","30161046.91","121582789.07","0.0","121582789.07","121723802.58","0.0","121723802.58","0.0","0.0","10561858.87","0.0","10561858.87","37011.26","10524847.61","0.0","30161046.91","699064.51","36091.29","2071458.08","33112002.47","30161046.91","8483432.01","312156.07","38956635.0","103704599.49","8483432.01","312156.07","0.0","8729187.46","121229375.03","638632.58","0.0","0.0","638632.58","351619.16","0.0","0.0","0.0","16369.17","367988.33","121582789.07","8712818.29","121723802.58","283842.98","0.0","9821008.46","132665087.66","1049261.89","0.0","0.0","1049261.89","986504.71","33786.89","0.0","0.0","0.0","254790.04","0.0","0.0","0.0","254790.04","133459559.52","11013.69","30009019.72","727377.6","0.0","963267.92","31927440.44","9.92","100","90.9091","0","100.0","0.0","83.1039","82.8194","0.198523","15.2269","12.6542","12.5608","960168.9882","126.6207","144341.67","919867.18","0.0","0.0","919867.18","836433.65","0.0","0.0","227775.2"
"905","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Gowribidanur","Gowribidanur","HT","HT","HT2B2","23.2737","61.2737","N","N","11","14","1","15","14","0","14","0","13","1","14","22817903.11","0.0","22817903.11","141503600.84","0.0","141503600.84","132188131.93","0.0","132188131.93","0.0","0.0","14234880.09","0.0","14234880.09","48129.94","14186750.15","0.0","22817903.11","267205.67","17011.24","2462351.39","25609295.9","22817903.11","9685788.12","303693.34","32807384.57","121074147.31","9685788.12","303693.34","0.0","10050256.72","141113885.49","940690.45","0.0","0.0","940690.45","490199.84","0.0","0.0","0.0","37626.3","527826.13","141503600.84","10012630.43","132188131.93","278991.47","0.0","11494855.26","144322458.96","1004824.72","0.0","0.0","1004824.72","2092921.21","74312.5","0.0","0.0","0.0","329509.23","0.0","0.0","0.0","329509.23","144997774.46","14083.9","32119288.12","291907.54","0.0","980126.56","33468063.57","9.92","100","92.8571","0","100.0","0.0","83.732","82.9815","0.191397","12.284","10.2857","10.1386","1016777.149","102.2041","44824.48","392397.17","0.0","0.0","392397.17","360480.3","0.0","0.0","76741.35"
"906","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Gowribidanur","Gowribidanur","HT","HT","HT2C1","23.2708","61.2708","N","N","11","16","1","17","16","0","16","0","15","1","16","34605889.42","0.0","34605889.42","146856698.75","0.0","146856698.75","150072810.3","0.0","150072810.3","0.0","0.0","14881008.93","0.0","14881008.93","2307.55","14878701.38","0.0","34605889.42","416920.47","15290.03","1740117.85","36882196.72","34605889.42","10298501.36","535976.4","45440367.18","125117385.37","10298501.36","535976.4","0.0","11548278.36","147500141.49","110095.46","0.0","0.0","110095.46","39737.61","0.0","0.0","0.0","38707.11","78444.72","146856698.75","11509571.25","150072810.3","503592.76","0.0","12485512.62","163846213.43","798354.63","0.0","0.0","798354.63","1719699.34","30563.68","0.0","0.0","0.0","595886.46","0.0","0.0","0.0","595886.46","164048681.6","23631.61","31366146.26","449304.11","0.0","764176.48","32734040.25","9.92","100","93.75","0","100.0","0.0","85.763","84.9206","0.169562","12.973","11.126","11.0104","930063.0579","110.9922","103978.96","834732.19","0.0","0.0","834732.19","784297.75","0.0","0.0","154413.4"
"907","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Gowribidanur","Gowribidanur","LT","LT1","LT1-M","23.1017","61.1017","N","N","Upto 11","1020","78","1098","1020","0","1020","0","943","77","1020","185479.48","0.0","185479.48","1198613.25","0.0","1198613.25","1185400.66","0.0","1185400.66","6433.57","0.0","184486.94","0.0","190920.51","112.37","190808.13","0.0","185479.48","2198.4","179.12","17422.68","205279.68","185479.48","83671.2","2686.87","271837.55","1025289.07","83671.2","2686.87","0.0","93948.27","1205595.41","5517.16","0.0","0.0","5517.16","4909.12","0.0","0.0","0.0","106.21","5015.33","1198613.25","93842.06","1185400.66","2630.58","0.0","109037.51","1297068.75","7012.72","0.0","0.0","7012.72","15022.72","743.38","0.0","0.0","0.0","3142.89","0.0","0.0","0.0","3142.89","1300938.58","153.27","198538.81","2254.7","0.0","2227.22","203020.72","9.92","100","92.451","0","96.6302","3.3698","88.4785","87.7921","0.136903","7.7674","6.8724","6.7938","187.177","68.4855","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"908","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Gowribidanur","Gowribidanur","LT","LT2","LT2A1-N","23.1117","61.1117","N","N","Upto 11","25499","1941","27440","25499","0","25499","0","23574","1925","25499","55397663.88","0.0","55397663.88","252102306.59","0.0","252102306.59","262382752.91","0.0","262382752.91","919550.72","0.0","26388319.28","0.0","27307870.0","53117.9","27254752.1","0.0","55397663.88","779246.28","49222.98","2816282.57","59042415.71","55397663.88","17511959.28","527651.43","73437274.6","215399684.31","17511959.28","527651.43","0.0","19828721.9","253268016.92","1987628.54","0.0","0.0","1987628.54","1364227.69","0.0","0.0","0.0","90320.38","1454548.07","252102306.59","19738401.52","262382752.91","511255.5","0.0","21941347.11","284835355.52","2587.12","0.0","0.0","2587.12","3518631.35","84930.75","0.0","0.0","0.0","1042614.48","0.0","0.0","0.0","1042614.48","283795328.15","221924.83","44895292.74","795642.2","0.0","613336.99","46304271.93","9.92","100","92.4507","0","96.6327","3.3673","87.7275","87.1842","0.140874","12.0366","10.5594","10.4305","1070.9389","105.1464","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"909","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Gowribidanur","Gowribidanur","LT","LT2","LT2A1FL","23.1147","61.1147","N","N","Upto 11","313","24","337","313","0","313","0","289","24","313","563213.5","0.0","563213.5","2615293.62","0.0","2615293.62","2705917.91","0.0","2705917.91","14166.24","0.0","326835.36","0.0","341001.59","338.08","340663.51","0.0","563213.5","12638.82","440.79","36463.08","612756.19","563213.5","184906.27","4884.96","753004.73","2241865.44","184906.27","4884.96","0.0","193932.15","2625588.82","2524.95","0.0","0.0","2524.95","8679.23","0.0","0.0","0.0","170.65","8849.88","2615293.62","193761.5","2705917.91","4712.28","0.0","222250.64","2932880.82","2937.63","0.0","0.0","2937.63","38498.23","134.28","0.0","0.0","0.0","4236.8","0.0","0.0","0.0","4236.8","2931581.65","2499.06","470090.15","12811.51","0.0","7973.94","490875.59","9.92","100","92.3323","0","95.8457","4.1543","87.8815","86.8077","0.145181","9.9153","8.7137","8.6008","1089.462","86.7014","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"910","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Gowribidanur","Gowribidanur","LT","LT3","LT3-N","23.1217","61.1217","N","N","Upto 11","4920","375","5295","4920","0","4920","0","4549","371","4920","52104240.74","0.0","52104240.74","550992444.06","0.0","550992444.06","478279531.7","0.0","478279531.7","953961.61","0.0","40791713.61","0.0","41745675.22","164850.34","41580824.87","0.0","52104240.74","1507053.54","43959.83","7575181.43","61685824.48","52104240.74","40281658.37","558645.35","92944544.46","471115635.3","40281658.37","558645.35","0.0","44109288.55","556065227.57","1872138.8","0.0","0.0","1872138.8","3675937.48","0.0","0.0","0.0","67779.72","3743717.2","550992444.06","44041508.83","478279531.7","510662.24","0.0","47245193.14","529915363.79","1821829.72","0.0","0.0","1821829.72","3859604.71","81629.69","0.0","0.0","0.0","149820.06","0.0","0.0","0.0","149820.06","531587373.46","39333.45","124777819.65","1555036.64","0.0","4371497.12","131524314.7","9.92","100","92.4593","0","97.7148","2.2852","82.008","81.6498","0.202071","15.5916","12.7864","12.6939","8484.8933","127.9627","455388.95","4244549.05","0.0","0.0","4244549.05","3879976.71","0.0","0.0","819961.29"
"911","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Gowribidanur","Gowribidanur","LT","LT5","LT5-N","23.1517","61.1517","N","N","Upto 11","1689","129","1818","1689","0","1689","0","1561","128","1689","31938477.54","0.0","31938477.54","217682167.35","0.0","217682167.35","197408627.64","0.0","197408627.64","389530.77","0.0","16471586.72","0.0","16861117.49","34835.3","16826282.18","0.0","31938477.54","367343.99","65111.58","3973673.79","36450627.05","31938477.54","15047085.29","269811.31","47255374.14","186619471.43","15047085.29","269811.31","0.0","16069085.73","218005453.77","497124.23","0.0","0.0","497124.23","68221.51","0.0","0.0","0.0","45845.85","114067.36","217682167.35","16023239.88","197408627.64","243702.32","0.0","18103270.41","216512007.35","913564.81","0.0","0.0","913564.81","2241258.73","49366.4","0.0","0.0","0.0","593506.81","0.0","0.0","0.0","593506.81","216832065.35","124254.22","52087763.04","393452.97","0.0","1893643.26","54561916.88","9.92","100","92.4216","0","97.6898","2.3102","82.313","81.6223","0.205307","15.7616","12.9738","12.8409","9982.8996","129.4446","106020.15","837444.45","0.0","0.0","837444.45","756406.98","0.0","0.0","187057.62"
"912","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Gowribidanur","Gowribidanur","LT","LT4","LT4-N","23.1417","61.1417","N","N","Upto 11","379","29","408","379","0","379","0","350","29","379","767934.57","0.0","767934.57","5205984.64","0.0","5205984.64","4670920.65","0.0","4670920.65","72793.24","0.0","1907182.83","0.0","1979976.07","4607.11","1975368.97","0.0","767934.57","11701.96","1250.11","95583.14","876469.77","767934.57","380411.75","13021.63","1161367.94","4416885.23","380411.75","13021.63","0.0","408110.13","5218428.73","22919.47","0.0","0.0","22919.47","20686.81","0.0","0.0","0.0","1379.5","22066.3","5205984.64","406730.63","4670920.65","11730.98","0.0","453769.15","5136420.78","11486.64","0.0","0.0","11486.64","58119.93","2294.06","0.0","0.0","0.0","929.81","0.0","0.0","0.0","929.81","5146977.61","1114.62","1301883.94","12992.61","0.0","48544.62","1363421.17","9.92","100","92.3483","0","96.3235","3.6765","81.1303","80.5107","0.212944","3.2337","2.6235","2.5942","5224.2113","26.151","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"913","BESCOM Corporate Office","BRAZ","Kolar Circle","Chikkaballapura","Shidlagatta Urban","Shidlagatta Urban","HT","HT","HT1","23.2507","61.2507","N","N","11","14","1","15","14","0","14","0","13","1","14","33233509.84","0.0","33233509.84","133967210.37","0.0","133967210.37","132685999.07","0.0","132685999.07","0.0","0.0","10948274.29","0.0","10948274.29","2813.76","10945460.53","0.0","33233509.84","951653.4","35026.76","2490396.55","36756613.57","33233509.84","9691616.46","614030.69","43539157.0","113224962.07","9691616.46","614030.69","0.0","10566424.08","134097033.32","132690.52","0.0","0.0","132690.52","1736.54","0.0","0.0","0.0","5715.97","7452.51","133967210.37","10560708.12","132685999.07","556289.27","0.0","11829000.18","145638435.54","93351.37","0.0","0.0","93351.37","2073596.37","96812.18","0.0","0.0","0.0","177323.99","0.0","0.0","0.0","177323.99","145554462.92","39860.79","34474860.35","1009394.83","0.0","1222104.49","36811255.12","9.92","100","92.8571","0","100.0","0.0","83.0922","81.9869","0.207074","16.2372","13.4918","13.3024","782019.5923","134.0969","46027.02","626015.45","0.0","0.0","626015.45","567147.02","0.0","0.0","104895.45"
